,日期,质量等级,AQI,PM2.5,PM10,SO2,CO,NO2,O3,年,月,季度,AQI等级,优,良,轻度污染,中度污染,重度污染,严重污染
1034,2016/11/1,良,69.0,45.0,74.0,9.0,0.7,55.0,37.0,2016,11,4季度,良,0,1,0,0,0,0
1035,2016/11/2,轻度污染,140.0,107.0,149.0,10.0,1.5,82.0,23.0,2016,11,4季度,轻度污染,0,0,1,0,0,0
1036,2016/11/3,重度污染,243.0,193.0,241.0,9.0,2.6,104.0,11.0,2016,11,4季度,重度污染,0,0,0,0,1,0
1037,2016/11/4,重度污染,292.0,242.0,271.0,6.0,3.4,119.0,12.0,2016,11,4季度,重度污染,0,0,0,0,1,0
1038,2016/11/5,重度污染,230.0,180.0,203.0,5.0,3.1,95.0,36.0,2016,11,4季度,重度污染,0,0,0,0,1,0
1039,2016/11/6,良,95.0,71.0,97.0,10.0,1.2,56.0,40.0,2016,11,4季度,良,0,1,0,0,0,0
1040,2016/11/7,良,53.0,37.0,43.0,3.0,0.8,39.0,50.0,2016,11,4季度,良,0,1,0,0,0,0
1041,2016/11/8,良,67.0,39.0,71.0,7.0,0.8,53.0,36.0,2016,11,4季度,良,0,1,0,0,0,0
1042,2016/11/9,重度污染,208.0,158.0,194.0,14.0,2.5,86.0,5.0,2016,11,4季度,重度污染,0,0,0,0,1,0
1043,2016/11/10,中度污染,199.0,149.0,178.0,8.0,1.8,70.0,15.0,2016,11,4季度,中度污染,0,0,0,1,0,0
1044,2016/11/11,轻度污染,110.0,83.0,124.0,7.0,1.7,65.0,16.0,2016,11,4季度,轻度污染,0,0,1,0,0,0
1045,2016/11/12,良,100.0,75.0,124.0,10.0,1.5,66.0,28.0,2016,11,4季度,良,0,1,0,0,0,0
1046,2016/11/13,轻度污染,132.0,100.0,165.0,11.0,2.3,72.0,4.0,2016,11,4季度,轻度污染,0,0,1,0,0,0
1047,2016/11/14,良,62.0,39.0,73.0,4.0,0.9,35.0,61.0,2016,11,4季度,良,0,1,0,0,0,0
1048,2016/11/15,良,79.0,45.0,84.0,13.0,1.5,63.0,23.0,2016,11,4季度,良,0,1,0,0,0,0
1049,2016/11/16,轻度污染,132.0,100.0,147.0,16.0,2.2,80.0,21.0,2016,11,4季度,轻度污染,0,0,1,0,0,0
1050,2016/11/17,轻度污染,149.0,114.0,165.0,22.0,2.5,70.0,6.0,2016,11,4季度,轻度污染,0,0,1,0,0,0
1051,2016/11/18,重度污染,242.0,192.0,280.0,19.0,3.7,87.0,3.0,2016,11,4季度,重度污染,0,0,0,0,1,0
1052,2016/11/19,中度污染,165.0,125.0,133.0,9.0,1.8,65.0,49.0,2016,11,4季度,中度污染,0,0,0,1,0,0
1053,2016/11/20,良,70.0,51.0,,4.0,1.1,41.0,25.0,2016,11,4季度,良,0,1,0,0,0,0
1054,2016/11/21,优,30.0,10.0,21.0,3.0,0.4,15.0,60.0,2016,11,4季度,优,1,0,0,0,0,0
1055,2016/11/22,优,28.0,8.0,21.0,4.0,0.4,21.0,55.0,2016,11,4季度,优,1,0,0,0,0,0
1056,2016/11/23,优,44.0,19.0,33.0,8.0,0.6,35.0,43.0,2016,11,4季度,优,1,0,0,0,0,0
1057,2016/11/24,轻度污染,102.0,76.0,107.0,18.0,1.5,70.0,25.0,2016,11,4季度,轻度污染,0,0,1,0,0,0
1058,2016/11/25,重度污染,214.0,164.0,205.0,24.0,2.6,97.0,8.0,2016,11,4季度,重度污染,0,0,0,0,1,0
1059,2016/11/26,严重污染,315.0,265.0,361.0,22.0,3.5,117.0,13.0,2016,11,4季度,严重污染,0,0,0,0,0,1
1060,2016/11/27,良,68.0,49.0,80.0,7.0,0.9,45.0,58.0,2016,11,4季度,良,0,1,0,0,0,0
1061,2016/11/28,良,97.0,63.0,101.0,18.0,1.7,77.0,16.0,2016,11,4季度,良,0,1,0,0,0,0
1062,2016/11/29,轻度污染,129.0,98.0,146.0,26.0,2.6,81.0,4.0,2016,11,4季度,轻度污染,0,0,1,0,0,0
1063,2016/11/30,轻度污染,117.0,88.0,128.0,15.0,2.1,67.0,53.0,2016,11,4季度,轻度污染,0,0,1,0,0,0
1064,2016/12/1,良,60.0,33.0,56.0,9.0,0.8,48.0,57.0,2016,12,4季度,良,0,1,0,0,0,0
1065,2016/12/2,轻度污染,129.0,98.0,131.0,19.0,2.1,85.0,17.0,2016,12,4季度,轻度污染,0,0,1,0,0,0
1066,2016/12/3,重度污染,259.0,209.0,272.0,24.0,3.4,113.0,10.0,2016,12,4季度,重度污染,0,0,0,0,1,0
1067,2016/12/4,严重污染,302.0,252.0,284.0,18.0,3.6,104.0,17.0,2016,12,4季度,严重污染,0,0,0,0,0,1
1068,2016/12/5,良,60.0,43.0,50.0,8.0,1.0,43.0,61.0,2016,12,4季度,良,0,1,0,0,0,0
1069,2016/12/6,轻度污染,112.0,84.0,128.0,21.0,2.3,92.0,11.0,2016,12,4季度,轻度污染,0,0,1,0,0,0
1070,2016/12/7,中度污染,170.0,129.0,169.0,23.0,2.7,100.0,15.0,2016,12,4季度,中度污染,0,0,0,1,0,0
1071,2016/12/8,轻度污染,114.0,86.0,119.0,11.0,1.7,53.0,66.0,2016,12,4季度,轻度污染,0,0,1,0,0,0
1072,2016/12/9,良,54.0,25.0,45.0,9.0,0.8,43.0,48.0,2016,12,4季度,良,0,1,0,0,0,0
1073,2016/12/10,良,80.0,49.0,74.0,14.0,1.4,64.0,24.0,2016,12,4季度,良,0,1,0,0,0,0
1074,2016/12/11,重度污染,219.0,169.0,204.0,35.0,3.5,101.0,8.0,2016,12,4季度,重度污染,0,0,0,0,1,0
1075,2016/12/12,重度污染,271.0,221.0,240.0,39.0,3.0,103.0,15.0,2016,12,4季度,重度污染,0,0,0,0,1,0
1076,2016/12/13,良,68.0,49.0,32.0,9.0,1.2,50.0,43.0,2016,12,4季度,良,0,1,0,0,0,0
1077,2016/12/14,良,58.0,28.0,51.0,11.0,0.8,46.0,43.0,2016,12,4季度,良,0,1,0,0,0,0
1078,2016/12/15,良,54.0,27.0,53.0,10.0,0.9,43.0,59.0,2016,12,4季度,良,0,1,0,0,0,0
1079,2016/12/16,轻度污染,149.0,114.0,149.0,22.0,2.2,92.0,14.0,2016,12,4季度,轻度污染,0,0,1,0,0,0
1080,2016/12/17,重度污染,246.0,196.0,224.0,32.0,3.3,104.0,11.0,2016,12,4季度,重度污染,0,0,0,0,1,0
1081,2016/12/18,重度污染,271.0,221.0,239.0,25.0,3.5,102.0,14.0,2016,12,4季度,重度污染,0,0,0,0,1,0
1082,2016/12/19,重度污染,273.0,223.0,253.0,22.0,4.1,111.0,14.0,2016,12,4季度,重度污染,0,0,0,0,1,0
1083,2016/12/20,严重污染,418.0,376.0,415.0,8.0,8.0,135.0,6.0,2016,12,4季度,严重污染,0,0,0,0,0,1
1084,2016/12/21,严重污染,431.0,396.0,415.0,12.0,8.0,155.0,9.0,2016,12,4季度,严重污染,0,0,0,0,0,1
1085,2016/12/22,良,79.0,58.0,57.0,6.0,1.3,35.0,59.0,2016,12,4季度,良,0,1,0,0,0,0
1086,2016/12/23,良,62.0,34.0,65.0,9.0,0.8,49.0,39.0,2016,12,4季度,良,0,1,0,0,0,0
1087,2016/12/24,中度污染,160.0,122.0,152.0,26.0,2.7,90.0,10.0,2016,12,4季度,中度污染,0,0,0,1,0,0
1088,2016/12/25,中度污染,195.0,146.0,168.0,30.0,2.8,96.0,5.0,2016,12,4季度,中度污染,0,0,0,1,0,0
1089,2016/12/26,良,59.0,41.0,45.0,15.0,0.9,47.0,50.0,2016,12,4季度,良,0,1,0,0,0,0
1090,2016/12/27,良,59.0,42.0,63.0,9.0,0.9,45.0,51.0,2016,12,4季度,良,0,1,0,0,0,0
1091,2016/12/28,良,87.0,64.0,64.0,10.0,1.1,42.0,45.0,2016,12,4季度,良,0,1,0,0,0,0
1092,2016/12/29,良,88.0,65.0,94.0,12.0,1.1,53.0,31.0,2016,12,4季度,良,0,1,0,0,0,0
1093,2016/12/30,重度污染,262.0,212.0,255.0,19.0,3.3,100.0,8.0,2016,12,4季度,重度污染,0,0,0,0,1,0
1094,2016/12/31,严重污染,351.0,301.0,356.0,21.0,4.6,129.0,8.0,2016,12,4季度,严重污染,0,0,0,0,0,1
1095,2017/1/1,严重污染,470.0,454.0,512.0,8.0,6.8,141.0,6.0,2017,1,1季度,严重污染,0,0,0,0,0,1
1096,2017/1/2,重度污染,248.0,198.0,190.0,13.0,3.8,102.0,38.0,2017,1,1季度,重度污染,0,0,0,0,1,0
1097,2017/1/3,严重污染,348.0,311.0,339.0,17.0,6.0,153.0,17.0,2017,1,1季度,严重污染,0,0,0,0,0,1
1098,2017/1/4,严重污染,389.0,364.0,389.0,19.0,7.5,153.0,13.0,2017,1,1季度,严重污染,0,0,0,0,0,1
1099,2017/1/5,重度污染,270.0,223.0,222.0,16.0,5.3,115.0,11.0,2017,1,1季度,重度污染,0,0,0,0,1,0
1100,2017/1/6,重度污染,248.0,199.0,183.0,23.0,4.3,110.0,14.0,2017,1,1季度,重度污染,0,0,0,0,1,0
1101,2017/1/7,重度污染,220.0,167.0,128.0,18.0,3.3,83.0,11.0,2017,1,1季度,重度污染,0,0,0,0,1,0
1102,2017/1/8,优,50.0,34.0,20.0,10.0,1.0,34.0,54.0,2017,1,1季度,优,1,0,0,0,0,0
1103,2017/1/9,优,50.0,36.0,43.0,7.0,0.8,40.0,47.0,2017,1,1季度,优,1,0,0,0,0,0
1104,2017/1/10,优,42.0,25.0,39.0,8.0,0.7,36.0,61.0,2017,1,1季度,优,1,0,0,0,0,0
1105,2017/1/11,良,95.0,58.0,79.0,19.0,1.7,75.0,19.0,2017,1,1季度,良,0,1,0,0,0,0
1106,2017/1/12,良,63.0,41.0,59.0,12.0,1.0,50.0,46.0,2017,1,1季度,良,0,1,0,0,0,0
1107,2017/1/13,优,34.0,8.0,21.0,6.0,0.4,23.0,69.0,2017,1,1季度,优,1,0,0,0,0,0
1108,2017/1/14,良,56.0,20.0,39.0,11.0,0.9,45.0,52.0,2017,1,1季度,良,0,1,0,0,0,0
1109,2017/1/15,良,71.0,53.0,70.0,11.0,1.0,50.0,31.0,2017,1,1季度,良,0,1,0,0,0,0
1110,2017/1/16,轻度污染,121.0,96.0,108.0,19.0,1.8,68.0,8.0,2017,1,1季度,轻度污染,0,0,1,0,0,0
1111,2017/1/17,中度污染,180.0,137.0,142.0,21.0,2.2,75.0,21.0,2017,1,1季度,中度污染,0,0,0,1,0,0
1112,2017/1/18,良,62.0,38.0,51.0,11.0,0.9,52.0,39.0,2017,1,1季度,良,0,1,0,0,0,0
1113,2017/1/19,良,70.0,45.0,86.0,14.0,1.2,37.0,63.0,2017,1,1季度,良,0,1,0,0,0,0
1114,2017/1/20,优,43.0,25.0,37.0,9.0,0.8,36.0,57.0,2017,1,1季度,优,1,0,0,0,0,0
1115,2017/1/21,优,49.0,24.0,46.0,9.0,0.8,29.0,72.0,2017,1,1季度,优,1,0,0,0,0,0
1116,2017/1/22,良,52.0,26.0,36.0,12.0,0.9,42.0,49.0,2017,1,1季度,良,0,1,0,0,0,0
1117,2017/1/23,良,58.0,36.0,46.0,14.0,1.0,50.0,44.0,2017,1,1季度,良,0,1,0,0,0,0
1118,2017/1/24,轻度污染,114.0,90.0,101.0,29.0,2.1,77.0,29.0,2017,1,1季度,轻度污染,0,0,1,0,0,0
1119,2017/1/25,重度污染,224.0,178.0,177.0,39.0,3.3,95.0,30.0,2017,1,1季度,重度污染,0,0,0,0,1,0
1120,2017/1/26,重度污染,209.0,155.0,164.0,26.0,2.7,62.0,70.0,2017,1,1季度,重度污染,0,0,0,0,1,0
1121,2017/1/27,良,87.0,78.0,111.0,24.0,0.8,31.0,77.0,2017,1,1季度,良,0,1,0,0,0,0
1122,2017/1/28,严重污染,398.0,345.0,426.0,84.0,2.7,71.0,26.0,2017,1,1季度,严重污染,0,0,0,0,0,1
1123,2017/1/29,良,56.0,30.0,65.0,8.0,0.7,15.0,68.0,2017,1,1季度,良,0,1,0,0,0,0
1124,2017/1/30,优,40.0,29.0,35.0,11.0,0.6,22.0,72.0,2017,1,1季度,优,1,0,0,0,0,0
1125,2017/1/31,轻度污染,104.0,77.0,84.0,27.0,1.3,43.0,57.0,2017,1,1季度,轻度污染,0,0,1,0,0,0
1126,2017/2/1,良,51.0,38.0,57.0,16.0,0.6,29.0,62.0,2017,2,1季度,良,0,1,0,0,0,0
1127,2017/2/2,轻度污染,103.0,83.0,98.0,30.0,1.6,63.0,50.0,2017,2,1季度,轻度污染,0,0,1,0,0,0
1128,2017/2/3,重度污染,210.0,166.0,179.0,45.0,2.7,87.0,49.0,2017,2,1季度,重度污染,0,0,0,0,1,0
1129,2017/2/4,严重污染,305.0,245.0,240.0,48.0,3.4,94.0,52.0,2017,2,1季度,严重污染,0,0,0,0,0,1
1130,2017/2/5,优,43.0,12.0,14.0,7.0,0.5,25.0,86.0,2017,2,1季度,优,1,0,0,0,0,0
1131,2017/2/6,优,36.0,15.0,26.0,8.0,0.5,31.0,68.0,2017,2,1季度,优,1,0,0,0,0,0
1132,2017/2/7,轻度污染,103.0,80.0,93.0,21.0,1.6,62.0,40.0,2017,2,1季度,轻度污染,0,0,1,0,0,0
1133,2017/2/8,优,49.0,30.0,44.0,7.0,0.8,25.0,76.0,2017,2,1季度,优,1,0,0,0,0,0
1134,2017/2/9,优,38.0,7.0,20.0,3.0,0.3,12.0,76.0,2017,2,1季度,优,1,0,0,0,0,0
1135,2017/2/10,优,42.0,7.0,23.0,3.0,0.4,17.0,85.0,2017,2,1季度,优,1,0,0,0,0,0
1136,2017/2/11,良,65.0,53.0,80.0,21.0,1.0,49.0,77.0,2017,2,1季度,良,0,1,0,0,0,0
1137,2017/2/12,轻度污染,137.0,107.0,139.0,42.0,2.4,81.0,43.0,2017,2,1季度,轻度污染,0,0,1,0,0,0
1138,2017/2/13,轻度污染,108.0,85.0,107.0,25.0,2.1,70.0,70.0,2017,2,1季度,轻度污染,0,0,1,0,0,0
1139,2017/2/14,重度污染,230.0,185.0,188.0,32.0,2.9,101.0,20.0,2017,2,1季度,重度污染,0,0,0,0,1,0
1140,2017/2/15,重度污染,281.0,243.0,220.0,38.0,3.2,112.0,49.0,2017,2,1季度,重度污染,0,0,0,0,1,0
1141,2017/2/16,轻度污染,135.0,100.0,95.0,18.0,1.4,53.0,66.0,2017,2,1季度,轻度污染,0,0,1,0,0,0
1142,2017/2/17,优,41.0,24.0,41.0,8.0,0.6,32.0,80.0,2017,2,1季度,优,1,0,0,0,0,0
1143,2017/2/18,轻度污染,113.0,88.0,124.0,27.0,1.7,77.0,52.0,2017,2,1季度,轻度污染,0,0,1,0,0,0
1144,2017/2/19,轻度污染,128.0,94.0,139.0,23.0,1.5,59.0,83.0,2017,2,1季度,轻度污染,0,0,1,0,0,0
1145,2017/2/20,优,36.0,13.0,34.0,5.0,0.5,27.0,72.0,2017,2,1季度,优,1,0,0,0,0,0
1146,2017/2/21,良,82.0,62.0,74.0,15.0,1.3,59.0,31.0,2017,2,1季度,良,0,1,0,0,0,0
1147,2017/2/22,轻度污染,103.0,76.0,64.0,7.0,1.1,40.0,68.0,2017,2,1季度,轻度污染,0,0,1,0,0,0
1148,2017/2/23,优,41.0,19.0,30.0,7.0,0.6,36.0,78.0,2017,2,1季度,优,1,0,0,0,0,0
1149,2017/2/24,良,57.0,25.0,37.0,9.0,0.8,47.0,76.0,2017,2,1季度,良,0,1,0,0,0,0
1150,2017/2/25,优,43.0,11.0,22.0,6.0,0.5,32.0,86.0,2017,2,1季度,优,1,0,0,0,0,0
1151,2017/2/26,良,66.0,29.0,47.0,10.0,0.8,54.0,72.0,2017,2,1季度,良,0,1,0,0,0,0
1152,2017/2/27,良,97.0,67.0,96.0,17.0,1.5,80.0,54.0,2017,2,1季度,良,0,1,0,0,0,0
1153,2017/2/28,优,43.0,14.0,28.0,6.0,0.6,34.0,87.0,2017,2,1季度,优,1,0,0,0,0,0
1154,2017/3/1,优,47.0,8.0,37.0,3.0,0.4,13.0,94.0,2017,3,1季度,优,1,0,0,0,0,0
1155,2017/3/2,良,67.0,40.0,80.0,13.0,0.9,54.0,70.0,2017,3,1季度,良,0,1,0,0,0,0
1156,2017/3/3,轻度污染,111.0,82.0,138.0,23.0,1.5,68.0,60.0,2017,3,1季度,轻度污染,0,0,1,0,0,0
1157,2017/3/4,轻度污染,113.0,87.0,108.0,26.0,1.7,74.0,82.0,2017,3,1季度,轻度污染,0,0,1,0,0,0
1158,2017/3/5,优,42.0,12.0,30.0,4.0,0.4,19.0,84.0,2017,3,1季度,优,1,0,0,0,0,0
1159,2017/3/6,优,45.0,17.0,43.0,6.0,0.7,34.0,81.0,2017,3,1季度,优,1,0,0,0,0,0
1160,2017/3/7,优,40.0,7.0,23.0,3.0,0.4,15.0,80.0,2017,3,1季度,优,1,0,0,0,0,0
1161,2017/3/8,优,45.0,10.0,30.0,3.0,0.5,24.0,90.0,2017,3,1季度,优,1,0,0,0,0,0
1162,2017/3/9,优,46.0,13.0,35.0,4.0,0.5,39.0,83.0,2017,3,1季度,优,1,0,0,0,0,0
1163,2017/3/10,良,77.0,34.0,65.0,12.0,0.9,64.0,88.0,2017,3,1季度,良,0,1,0,0,0,0
1164,2017/3/11,良,65.0,44.0,80.0,15.0,0.9,48.0,89.0,2017,3,1季度,良,0,1,0,0,0,0
1165,2017/3/12,优,44.0,7.0,27.0,3.0,0.3,13.0,88.0,2017,3,1季度,优,1,0,0,0,0,0
1166,2017/3/13,优,43.0,11.0,28.0,5.0,0.5,32.0,87.0,2017,3,1季度,优,1,0,0,0,0,0
1167,2017/3/14,良,51.0,21.0,52.0,8.0,0.6,43.0,85.0,2017,3,1季度,良,0,1,0,0,0,0
1168,2017/3/15,良,86.0,65.0,96.0,22.0,1.2,69.0,77.0,2017,3,1季度,良,0,1,0,0,0,0
1169,2017/3/16,轻度污染,148.0,115.0,156.0,25.0,1.4,88.0,83.0,2017,3,1季度,轻度污染,0,0,1,0,0,0
1170,2017/3/17,中度污染,160.0,125.0,162.0,19.0,1.1,71.0,81.0,2017,3,1季度,中度污染,0,0,0,1,0,0
1171,2017/3/18,中度污染,190.0,146.0,162.0,16.0,1.2,68.0,139.0,2017,3,1季度,中度污染,0,0,0,1,0,0
1172,2017/3/19,重度污染,273.0,222.0,217.0,33.0,2.1,81.0,150.0,2017,3,1季度,重度污染,0,0,0,0,1,0
1173,2017/3/20,中度污染,182.0,137.0,126.0,19.0,1.4,75.0,60.0,2017,3,1季度,中度污染,0,0,0,1,0,0
1174,2017/3/21,轻度污染,113.0,87.0,123.0,7.0,0.8,48.0,98.0,2017,3,1季度,轻度污染,0,0,1,0,0,0
1175,2017/3/22,中度污染,175.0,140.0,178.0,19.0,1.3,81.0,74.0,2017,3,1季度,中度污染,0,0,0,1,0,0
1176,2017/3/23,中度污染,160.0,121.0,90.0,6.0,1.7,60.0,52.0,2017,3,1季度,中度污染,0,0,0,1,0,0
1177,2017/3/24,良,80.0,60.0,31.0,2.0,1.0,49.0,50.0,2017,3,1季度,良,0,1,0,0,0,0
1178,2017/3/25,优,48.0,34.0,28.0,3.0,0.8,36.0,82.0,2017,3,1季度,优,1,0,0,0,0,0
1179,2017/3/26,优,44.0,12.0,27.0,3.0,0.4,23.0,89.0,2017,3,1季度,优,1,0,0,0,0,0
1180,2017/3/27,优,43.0,17.0,34.0,3.0,0.4,37.0,87.0,2017,3,1季度,优,1,0,0,0,0,0
1181,2017/3/28,良,80.0,60.0,93.0,9.0,0.7,54.0,100.0,2017,3,1季度,良,0,1,0,0,0,0
1182,2017/3/29,轻度污染,148.0,118.0,141.0,11.0,0.9,65.0,111.0,2017,3,1季度,轻度污染,0,0,1,0,0,0
1183,2017/3/30,轻度污染,114.0,86.0,129.0,16.0,1.2,57.0,85.0,2017,3,1季度,轻度污染,0,0,1,0,0,0
1184,2017/3/31,优,47.0,20.0,42.0,4.0,0.5,34.0,86.0,2017,3,1季度,优,1,0,0,0,0,0
1185,2017/4/1,良,67.0,31.0,78.0,7.0,0.6,52.0,88.0,2017,4,2季度,良,0,1,0,0,0,0
1186,2017/4/2,良,91.0,68.0,112.0,14.0,1.1,72.0,97.0,2017,4,2季度,良,0,1,0,0,0,0
1187,2017/4/3,中度污染,165.0,125.0,170.0,21.0,1.3,78.0,159.0,2017,4,2季度,中度污染,0,0,0,1,0,0
1188,2017/4/4,中度污染,174.0,130.0,147.0,20.0,1.2,62.0,90.0,2017,4,2季度,中度污染,0,0,0,1,0,0
1189,2017/4/5,良,81.0,61.0,57.0,5.0,0.6,30.0,129.0,2017,4,2季度,良,0,1,0,0,0,0
1190,2017/4/6,轻度污染,125.0,98.0,106.0,6.0,0.9,47.0,123.0,2017,4,2季度,轻度污染,0,0,1,0,0,0
1191,2017/4/7,良,100.0,76.0,120.0,8.0,0.8,48.0,76.0,2017,4,2季度,良,0,1,0,0,0,0
1192,2017/4/8,良,86.0,76.0,136.0,7.0,0.9,60.0,64.0,2017,4,2季度,良,0,1,0,0,0,0
1193,2017/4/9,良,87.0,64.0,100.0,7.0,1.0,46.0,98.0,2017,4,2季度,良,0,1,0,0,0,0
1194,2017/4/10,良,90.0,66.0,119.0,9.0,0.8,59.0,72.0,2017,4,2季度,良,0,1,0,0,0,0
1195,2017/4/11,良,58.0,26.0,66.0,3.0,0.4,35.0,90.0,2017,4,2季度,良,0,1,0,0,0,0
1196,2017/4/12,良,70.0,30.0,94.0,5.0,0.6,53.0,97.0,2017,4,2季度,良,0,1,0,0,0,0
1197,2017/4/13,良,91.0,54.0,135.0,14.0,1.1,66.0,77.0,2017,4,2季度,良,0,1,0,0,0,0
1198,2017/4/14,良,93.0,60.0,136.0,6.0,0.9,67.0,99.0,2017,4,2季度,良,0,1,0,0,0,0
1199,2017/4/15,良,70.0,36.0,86.0,5.0,0.5,52.0,119.0,2017,4,2季度,良,0,1,0,0,0,0
1200,2017/4/16,轻度污染,124.0,97.0,176.0,17.0,1.0,72.0,110.0,2017,4,2季度,轻度污染,0,0,1,0,0,0
1201,2017/4/17,中度污染,168.0,123.0,210.0,8.0,1.0,56.0,97.0,2017,4,2季度,中度污染,0,0,0,1,0,0
1202,2017/4/18,良,65.0,24.0,80.0,2.0,0.3,23.0,94.0,2017,4,2季度,良,0,1,0,0,0,0
1203,2017/4/19,良,87.0,45.0,122.0,7.0,0.9,71.0,35.0,2017,4,2季度,良,0,1,0,0,0,0
1204,2017/4/20,良,71.0,36.0,88.0,3.0,0.7,44.0,90.0,2017,4,2季度,良,0,1,0,0,0,0
1205,2017/4/21,良,54.0,19.0,58.0,2.0,0.3,23.0,104.0,2017,4,2季度,良,0,1,0,0,0,0
1206,2017/4/22,良,87.0,44.0,122.0,8.0,0.5,44.0,122.0,2017,4,2季度,良,0,1,0,0,0,0
1207,2017/4/23,良,62.0,24.0,72.0,4.0,0.4,24.0,115.0,2017,4,2季度,良,0,1,0,0,0,0
1208,2017/4/24,良,66.0,31.0,79.0,5.0,0.5,31.0,111.0,2017,4,2季度,良,0,1,0,0,0,0
1209,2017/4/25,优,38.0,13.0,39.0,3.0,0.3,26.0,77.0,2017,4,2季度,优,1,0,0,0,0,0
1210,2017/4/26,良,51.0,14.0,38.0,3.0,0.4,30.0,102.0,2017,4,2季度,良,0,1,0,0,0,0
1211,2017/4/27,良,54.0,15.0,49.0,2.0,0.4,36.0,105.0,2017,4,2季度,良,0,1,0,0,0,0
1212,2017/4/28,良,62.0,23.0,64.0,3.0,0.4,40.0,115.0,2017,4,2季度,良,0,1,0,0,0,0
1213,2017/4/29,良,76.0,40.0,103.0,3.0,0.5,43.0,127.0,2017,4,2季度,良,0,1,0,0,0,0
1214,2017/4/30,轻度污染,105.0,48.0,158.0,5.0,0.5,44.0,141.0,2017,4,2季度,轻度污染,0,0,1,0,0,0
1215,2017/5/1,良,81.0,39.0,111.0,8.0,0.7,46.0,123.0,2017,5,2季度,良,0,1,0,0,0,0
1216,2017/5/2,轻度污染,132.0,64.0,132.0,10.0,1.0,54.0,196.0,2017,5,2季度,轻度污染,0,0,1,0,0,0
1217,2017/5/3,良,93.0,69.0,107.0,9.0,0.9,47.0,118.0,2017,5,2季度,良,0,1,0,0,0,0
1218,2017/5/4,严重污染,500.0,,,2.0,0.3,23.0,96.0,2017,5,2季度,严重污染,0,0,0,0,0,1
1219,2017/5/5,严重污染,342.0,181.0,406.0,4.0,0.4,24.0,88.0,2017,5,2季度,严重污染,0,0,0,0,0,1
1220,2017/5/6,良,71.0,34.0,94.0,3.0,0.4,38.0,113.0,2017,5,2季度,良,0,1,0,0,0,0
1221,2017/5/7,良,85.0,28.0,75.0,5.0,0.4,41.0,142.0,2017,5,2季度,良,0,1,0,0,0,0
1222,2017/5/8,轻度污染,101.0,56.0,113.0,8.0,0.6,55.0,162.0,2017,5,2季度,轻度污染,0,0,1,0,0,0
1223,2017/5/9,良,100.0,43.0,93.0,7.0,0.5,26.0,160.0,2017,5,2季度,良,0,1,0,0,0,0
1224,2017/5/10,良,81.0,39.0,69.0,4.0,0.5,32.0,138.0,2017,5,2季度,良,0,1,0,0,0,0
1225,2017/5/11,良,91.0,31.0,134.0,3.0,0.4,33.0,96.0,2017,5,2季度,良,0,1,0,0,0,0
1226,2017/5/12,轻度污染,111.0,45.0,170.0,5.0,0.5,26.0,144.0,2017,5,2季度,轻度污染,0,0,1,0,0,0
1227,2017/5/13,良,61.0,19.0,67.0,2.0,0.3,18.0,91.0,2017,5,2季度,良,0,1,0,0,0,0
1228,2017/5/14,良,70.0,12.0,35.0,2.0,0.3,16.0,124.0,2017,5,2季度,良,0,1,0,0,0,0
1229,2017/5/15,良,81.0,23.0,62.0,7.0,0.6,26.0,138.0,2017,5,2季度,良,0,1,0,0,0,0
1230,2017/5/16,轻度污染,124.0,43.0,90.0,10.0,0.6,30.0,187.0,2017,5,2季度,轻度污染,0,0,1,0,0,0
1231,2017/5/17,中度污染,185.0,62.0,133.0,10.0,0.7,39.0,250.0,2017,5,2季度,中度污染,0,0,0,1,0,0
1232,2017/5/18,重度污染,201.0,86.0,152.0,11.0,0.9,52.0,275.0,2017,5,2季度,重度污染,0,0,0,0,1,0
1233,2017/5/19,中度污染,187.0,85.0,150.0,11.0,0.8,44.0,252.0,2017,5,2季度,中度污染,0,0,0,1,0,0
1234,2017/5/20,中度污染,171.0,57.0,122.0,8.0,0.8,40.0,236.0,2017,5,2季度,中度污染,0,0,0,1,0,0
1235,2017/5/21,轻度污染,116.0,57.0,94.0,12.0,1.0,27.0,178.0,2017,5,2季度,轻度污染,0,0,1,0,0,0
1236,2017/5/22,良,53.0,37.0,46.0,7.0,1.1,37.0,54.0,2017,5,2季度,良,0,1,0,0,0,0
1237,2017/5/23,良,71.0,18.0,32.0,2.0,0.5,34.0,126.0,2017,5,2季度,良,0,1,0,0,0,0
1238,2017/5/24,良,84.0,17.0,54.0,3.0,0.4,45.0,141.0,2017,5,2季度,良,0,1,0,0,0,0
1239,2017/5/25,轻度污染,104.0,22.0,83.0,5.0,0.6,39.0,165.0,2017,5,2季度,轻度污染,0,0,1,0,0,0
1240,2017/5/26,中度污染,154.0,45.0,97.0,9.0,0.6,51.0,219.0,2017,5,2季度,中度污染,0,0,0,1,0,0
1241,2017/5/27,中度污染,196.0,69.0,117.0,21.0,1.4,47.0,261.0,2017,5,2季度,中度污染,0,0,0,1,0,0
1242,2017/5/28,中度污染,194.0,87.0,135.0,17.0,1.5,36.0,259.0,2017,5,2季度,中度污染,0,0,0,1,0,0
1243,2017/5/29,良,69.0,28.0,88.0,8.0,0.7,27.0,101.0,2017,5,2季度,良,0,1,0,0,0,0
